timestamp,run_id,train_id,imu_x,imu_y,imu_z,motor_temperature,bearing_temperature,ambient_temperature,rpm,voltage,current,power,load,zone,fault_type,fault_location,fault_severity
0.0,RUN_078_BODY_DAMAGE,TRAIN001,0.23688584242346028,-0.07407505057424496,1.3379687722562414,25.587828089832527,25.49538314634033,25.4985163083607,135.40175933493472,4.975615299973785,0.21818877320105667,1.0856233982216876,2.4370017175427585,ZONE_01,BODY_DAMAGE,BODY,2
0.01,RUN_078_BODY_DAMAGE,TRAIN001,0.7301413219685803,-0.02562394749143384,1.4415259881568054,25.529195931255575,25.500320128275465,25.489597892755516,134.7994598971699,5.01815859620503,0.19738416467929212,0.9905050427401391,2.5548240368953383,ZONE_01,BODY_DAMAGE,BODY,2
0.02,RUN_078_BODY_DAMAGE,TRAIN001,0.894410999469756,-0.0003748798808832776,1.1884209809751294,25.551547394583608,25.426660362359375,25.424871778737426,135.11865233817184,4.9891440974578565,0.2327038999067264,1.1609932886750678,2.4559342715248125,ZONE_01,BODY_DAMAGE,BODY,2
0.03,RUN_078_BODY_DAMAGE,TRAIN001,0.9270154823835508,0.2380375243904711,1.1216922538287566,25.356119628711507,25.518158964899552,25.384346441644173,133.77926638185136,5.006266390212577,0.20364561818831875,1.0195042138502433,2.5357243106060783,ZONE_01,BODY_DAMAGE,BODY,2
0.04,RUN_078_BODY_DAMAGE,TRAIN001,1.1089110647876916,0.029369381847483195,0.9266118117809381,25.423450555235156,25.609794670508126,25.42317574123418,135.44528047109205,4.992745414179972,0.2120167789797239,1.0585458009802253,2.5706587588124785,ZONE_01,BODY_DAMAGE,BODY,2
0.05,RUN_078_BODY_DAMAGE,TRAIN001,0.6165611189939338,0.002681374121336607,0.5028559130168571,25.601044335191652,25.55883894140097,25.493874891408446,134.71473944720339,4.966572691058394,0.2072316262398298,1.0292309356063587,2.5360565912986135,ZONE_01,BODY_DAMAGE,BODY,2
0.06,RUN_078_BODY_DAMAGE,TRAIN001,0.3458271070686604,-0.13752088716735827,0.5834311038707062,25.46039702897561,25.572330248223608,25.46755026042885,135.52451610825727,5.041946358338378,0.23506141009655798,1.1851670206222245,2.4844614728355627,ZONE_01,BODY_DAMAGE,BODY,2
0.07,RUN_078_BODY_DAMAGE,TRAIN001,0.18696010166597696,-0.3290518998469352,0.5803869576504376,25.464135220417532,25.61125563256396,25.506349312722264,135.00043375810904,5.0351391137396115,0.2096789824675847,1.055762845951658,2.474580087800785,ZONE_01,BODY_DAMAGE,BODY,2
0.08,RUN_078_BODY_DAMAGE,TRAIN001,-0.3168662849925572,-0.511392537562764,0.8978293364662973,25.475602519520578,25.589498358377934,25.55512864445367,134.71211730678255,5.003445506944793,0.2356926875320958,1.1792755184522077,2.6043742650599047,ZONE_01,BODY_DAMAGE,BODY,2
0.09,RUN_078_BODY_DAMAGE,TRAIN001,-0.37244948494750246,-0.5318780203421137,0.814041966246067,25.586022539562087,25.533013874880307,25.551664450423612,135.7041932873251,4.991860849448781,0.23433865790398692,1.1697859719032833,2.498845954531747,ZONE_01,BODY_DAMAGE,BODY,2
0.1,RUN_078_BODY_DAMAGE,TRAIN001,-0.42297066543665857,-0.4540836188827425,1.058376741498324,25.635048719915087,25.565487371524082,25.447961745347826,134.0762402772123,5.03141721085986,0.2185479236801129,1.099605784601807,2.4852170727322327,ZONE_01,BODY_DAMAGE,BODY,2
0.11,RUN_078_BODY_DAMAGE,TRAIN001,-0.06125671699681805,-0.2784491237701714,1.2733465653861618,25.52267097110891,25.47501447996575,25.461269687586494,134.1394990381193,4.965256799999773,0.24593174891868125,1.221114288654319,2.484959114111416,ZONE_01,BODY_DAMAGE,BODY,2
0.12,RUN_078_BODY_DAMAGE,TRAIN001,0.16145933064531207,-0.4685079813631612,1.3158839310462966,25.441159999264773,25.611239442461073,25.338686640084532,135.00635116778696,5.003698798325292,0.2221765189399265,1.1117043808358067,2.4054062935105898,ZONE_01,BODY_DAMAGE,BODY,2
0.13,RUN_078_BODY_DAMAGE,TRAIN001,0.3872278557306177,-0.2336367833192522,1.5637564319083948,25.59759872455346,25.591051177655665,25.571548671656647,135.36945447586155,5.000853755237891,0.2225353951224316,1.11286696637136,2.4553216219061746,ZONE_01,BODY_DAMAGE,BODY,2
0.14,RUN_078_BODY_DAMAGE,TRAIN001,0.7174673986344549,0.16190041822025752,1.1488155079567066,25.50855648921219,25.58858835179309,25.47880311913395,134.32228986086565,4.9967248097805355,0.20589453163128385,1.0287983144001793,2.564481684880931,ZONE_01,BODY_DAMAGE,BODY,2
0.15,RUN_078_BODY_DAMAGE,TRAIN001,1.0943055796868086,0.18095351480313426,1.2701657605239434,25.579856866827818,25.531605469781635,25.471851976688736,136.09117380691936,4.983823934795612,0.22556727555431258,1.1241875868142202,2.3787171191195124,ZONE_01,BODY_DAMAGE,BODY,2
0.16,RUN_078_BODY_DAMAGE,TRAIN001,0.9957687592235347,0.20957726521140074,0.9568957939636353,25.569519611619704,25.445198415514945,25.53017558722902,134.7047416512315,4.9827196141483725,0.21056517455165163,1.0491872252950902,2.5193385341375647,ZONE_01,BODY_DAMAGE,BODY,2
0.17,RUN_078_BODY_DAMAGE,TRAIN001,0.9888643300096686,-0.03234138463487919,0.6215399887521862,25.578513863057275,25.464623635637032,25.54499505406021,134.1974477822186,5.0148089038803505,0.2159580426309461,1.0829883150502408,2.520124744486949,ZONE_01,BODY_DAMAGE,BODY,2
0.18,RUN_078_BODY_DAMAGE,TRAIN001,0.4225354666380905,-0.1180721740805894,0.6741277275987776,25.55353202330112,25.597667278383827,25.517682478742742,134.5780654720506,4.991475963504462,0.22581244823965688,1.127137407648343,2.496945121582611,ZONE_01,BODY_DAMAGE,BODY,2
0.19,RUN_078_BODY_DAMAGE,TRAIN001,0.32420259338374435,-0.2803257286951514,0.4813720650911655,25.537371983249358,25.532390388094694,25.521040602608025,134.7545022654422,4.991759492858325,0.20597686191383519,1.0281869557675551,2.4955947412565394,ZONE_01,BODY_DAMAGE,BODY,2
0.2,RUN_078_BODY_DAMAGE,TRAIN001,-0.20528632890756965,-0.5565309723866267,0.7883089582775116,25.51909279622763,25.480888678069274,25.468316885079652,135.1099544314247,5.036168066857673,0.22468243861994086,1.1315385225614554,2.476046421225276,ZONE_01,BODY_DAMAGE,BODY,2
0.21,RUN_078_BODY_DAMAGE,TRAIN001,-0.36094388938433725,-0.22521675283570142,0.758945598077511,25.59833553695525,25.574412696228116,25.53226920849195,134.7670631722104,4.989551294098225,0.22802904870175084,1.1377626350418082,2.5419672459743183,ZONE_01,BODY_DAMAGE,BODY,2
0.22,RUN_078_BODY_DAMAGE,TRAIN001,-0.41990980197710437,-0.36640299332017234,0.9277579191440153,25.65039570125975,25.538474481160055,25.5032184140616,134.16344905143444,4.971098343033723,0.2236831596971979,1.1119509845352882,2.4871499135500708,ZONE_01,BODY_DAMAGE,BODY,2
0.23,RUN_078_BODY_DAMAGE,TRAIN001,-0.3248702290580985,-0.38839669158610496,1.4393040051524335,25.7244365981111,25.584301983971425,25.529728986716908,136.20740936776977,4.9643588056029415,0.21212916762341846,1.0530853012165398,2.481561353948854,ZONE_01,BODY_DAMAGE,BODY,2
0.24,RUN_078_BODY_DAMAGE,TRAIN001,-0.16453549027483091,-0.21763422989583514,1.468158741312462,25.60466221880079,25.545045927067815,25.504637473001413,135.60670868125092,5.000240482352955,0.22187816489859008,1.1094441822761145,2.4087760266745777,ZONE_01,BODY_DAMAGE,BODY,2
0.25,RUN_078_BODY_DAMAGE,TRAIN001,0.29765663802977915,-0.14787706633464626,1.2511613229783567,25.63340691745048,25.545634148600698,25.507980367998787,134.97921956047742,4.998199930374498,0.24708409103782214,1.2349756866218888,2.511475247229779,ZONE_01,BODY_DAMAGE,BODY,2
0.26,RUN_078_BODY_DAMAGE,TRAIN001,0.6689582772239091,0.02716087706892019,1.2785709058073407,25.488721951888618,25.4893127819429,25.424745020981334,135.20411263487537,4.974391960406406,0.21515530273216193,1.0702668081496727,2.521538232776316,ZONE_01,BODY_DAMAGE,BODY,2
0.27,RUN_078_BODY_DAMAGE,TRAIN001,0.9518795773789088,0.17721078075416796,1.2813282552123655,25.62936210386753,25.607502503896157,25.467640702549808,135.55122889325287,4.99845187177412,0.2080273062974345,1.0398144785425396,2.4863896881807825,ZONE_01,BODY_DAMAGE,BODY,2
0.28,RUN_078_BODY_DAMAGE,TRAIN001,1.1294178547263491,0.09243178918877386,0.9001133526071652,25.847640130093595,25.57336736726663,25.519124245857917,135.64981476910918,5.004640221104545,0.2178082073545386,1.0900517150132025,2.555636863552362,ZONE_01,BODY_DAMAGE,BODY,2
0.29,RUN_078_BODY_DAMAGE,TRAIN001,0.8235810010352763,0.2943285383224626,0.8469692840458455,25.64063822868504,25.49795853773941,25.377998280388727,135.66845271120738,5.028387293544082,0.19790696463741952,0.9951528662866783,2.435995559989823,ZONE_01,BODY_DAMAGE,BODY,2
0.3,RUN_078_BODY_DAMAGE,TRAIN001,0.7640959863989949,-0.14489675259349197,0.6200891636279678,25.72547113923317,25.470338824520297,25.57260738637753,134.17919799899516,4.972253620806481,0.22151810135805025,1.1014441815517424,2.588896883117889,ZONE_01,BODY_DAMAGE,BODY,2
0.31,RUN_078_BODY_DAMAGE,TRAIN001,0.3276552448573227,-0.1224862032455709,0.447153811195516,25.793337512096574,25.46754892743329,25.55239346586612,134.1595935205562,5.005507716636282,0.22479172362800906,1.1251967072559697,2.5257615838881606,ZONE_01,BODY_DAMAGE,BODY,2
0.32,RUN_078_BODY_DAMAGE,TRAIN001,0.08214126128435739,-0.25310436586080876,0.6049937928482185,25.688011968320208,25.513660925471857,25.40199610721626,134.67663543322388,5.045489541057701,0.2155412158753946,1.0875109503661635,2.4999477687550278,ZONE_01,BODY_DAMAGE,BODY,2
0.33,RUN_078_BODY_DAMAGE,TRAIN001,-0.1972461044203969,-0.5959653256240025,0.6788747503212307,25.716812680279073,25.525951145363845,25.519082374871143,135.55388652364644,5.0324211912871135,0.22325291733066027,1.123502712191485,2.554706620935045,ZONE_01,BODY_DAMAGE,BODY,2
0.34,RUN_078_BODY_DAMAGE,TRAIN001,-0.4108788374065528,-0.483864023194593,0.9385804506333025,25.730578095537304,25.57654210735916,25.462585046623524,134.0516794602111,4.995500766270973,0.20138585096360923,1.0060231728048419,2.5655338250359834,ZONE_01,BODY_DAMAGE,BODY,2
0.35000000000000003,RUN_078_BODY_DAMAGE,TRAIN001,-0.34109927694824055,-0.5886543668802604,0.9543157779899132,25.676952356017022,25.54133523995914,25.532953154005305,133.94347858300821,5.025400725734929,0.20876049977465813,1.0491051670723535,2.447869320397422,ZONE_01,BODY_DAMAGE,BODY,2
0.36,RUN_078_BODY_DAMAGE,TRAIN001,-0.184966970923005,-0.3462929868193358,1.3771583160645826,25.649925182898738,25.75558074120794,25.554832004959813,134.53569250765318,5.003694181213257,0.20857317975291978,1.0436364058868315,2.454418722450668,ZONE_01,BODY_DAMAGE,BODY,2
0.37,RUN_078_BODY_DAMAGE,TRAIN001,0.11007909749385679,-0.27387750840876723,1.2792787012281244,25.751665901279264,25.35192903287859,25.5787917510871,134.8162661987038,5.042022722421449,0.23708577560018645,1.195391867739053,2.5578209983308424,ZONE_01,BODY_DAMAGE,BODY,2
0.38,RUN_078_BODY_DAMAGE,TRAIN001,0.6873925450758499,-0.10338119840182483,1.2524330342272407,25.700075187702986,25.669624309124682,25.474699218265137,135.18406718283418,4.964066801482495,0.2141835542773054,1.0632214712114958,2.4429671585559327,ZONE_01,BODY_DAMAGE,BODY,2
0.39,RUN_078_BODY_DAMAGE,TRAIN001,0.6840981794956079,0.03876120396999351,1.2802452442027286,25.71032906711391,25.697230443338135,25.449176670990685,134.9054840410328,5.02103913966023,0.23487107150971376,1.1792968428242094,2.4440063763980073,ZONE_01,BODY_DAMAGE,BODY,2
0.4,RUN_078_BODY_DAMAGE,TRAIN001,0.908256065782466,0.06325926030154745,1.0173181619401304,25.754276555888257,25.540404284107165,25.49021167740959,135.32307431530603,4.997044438009351,0.211583110519669,1.0572902055990299,2.5288622610037987,ZONE_01,BODY_DAMAGE,BODY,2
