timestamp,run_id,train_id,imu_x,imu_y,imu_z,motor_temperature,bearing_temperature,ambient_temperature,rpm,voltage,current,power,load,zone,fault_type,fault_location,fault_severity
0.0,RUN_053_SUSPENSION_FAULT,TRAIN001,0.16505396441255507,-0.16819401651707555,0.7112210414972757,23.05984579336539,23.025468088922388,22.95141947976931,109.96670515876403,5.012823446786019,0.2076646249430827,1.0409861009827097,1.568907441772644,ZONE_01,SUSPENSION_FAULT,REAR_BOGIE,3
0.01,RUN_053_SUSPENSION_FAULT,TRAIN001,-0.07000336683180194,-0.17859067919839286,1.7620730978676697,22.908105470629632,22.946077842564424,23.113158832054605,108.27133377948236,5.015536626181925,0.2251215508916085,1.1291053838397407,1.6876095851243869,ZONE_01,SUSPENSION_FAULT,REAR_BOGIE,3
0.02,RUN_053_SUSPENSION_FAULT,TRAIN001,0.05357507716852278,-0.3867967867634713,1.8722531814383716,22.897127033998615,22.934824978598137,22.921683267124795,109.90788875960892,4.998485699642426,0.25603733866358347,1.2797989758844268,1.5739718640659615,ZONE_01,SUSPENSION_FAULT,REAR_BOGIE,3
0.03,RUN_053_SUSPENSION_FAULT,TRAIN001,0.05151790973423179,0.15878465778839557,2.5547559800234363,22.903999851305304,22.943099200605047,23.008094785641884,109.17171592204437,5.007530119947854,0.22748081536494036,1.1391170346502355,1.8783635082214518,ZONE_01,SUSPENSION_FAULT,REAR_BOGIE,3
0.04,RUN_053_SUSPENSION_FAULT,TRAIN001,0.09515370233810527,0.514377328999875,1.8315320458585536,22.92468524105339,22.9452317135687,22.964386446334284,109.43214922970684,5.005683295300181,0.22002813550402,1.1013911623885175,2.1877722369918158,ZONE_01,SUSPENSION_FAULT,REAR_BOGIE,3
0.05,RUN_053_SUSPENSION_FAULT,TRAIN001,0.07872753930325717,0.2451604673675195,2.8481142323516218,22.935244601410442,22.903006116123972,22.98839865181077,109.66270288468196,4.995377930872601,0.21685729878041457,1.0832841644763287,2.2239371764489078,ZONE_01,SUSPENSION_FAULT,REAR_BOGIE,3
0.06,RUN_053_SUSPENSION_FAULT,TRAIN001,-0.005537539925905988,0.6633233657560029,3.1464564126574377,23.183573491128648,23.020708113072025,22.937380116103494,109.9562771770066,4.985787240934517,0.23669044040019177,1.1800881777984478,2.130560682618142,ZONE_01,SUSPENSION_FAULT,REAR_BOGIE,3
0.07,RUN_053_SUSPENSION_FAULT,TRAIN001,-0.03894666007726125,1.1494309225190331,1.9953256319083978,23.020065530335366,22.77716727283289,23.023597072873986,110.66890188160595,5.011737325882131,0.21367061580779123,1.0708610006881278,2.2414895184060595,ZONE_01,SUSPENSION_FAULT,REAR_BOGIE,3
0.08,RUN_053_SUSPENSION_FAULT,TRAIN001,0.08911278821793212,1.1030381733522454,2.617437700382884,22.85988136400412,23.102380385915012,23.02542581180192,109.95042301949292,5.005356296423096,0.21748793506339031,1.088604605165598,1.9908453508812807,ZONE_01,SUSPENSION_FAULT,REAR_BOGIE,3
0.09,RUN_053_SUSPENSION_FAULT,TRAIN001,-0.18874718537952426,0.6192964492686491,3.5306268607484026,23.119012004867464,22.93358965233513,22.964362734954594,109.29686722659592,5.011835765997193,0.25789985329801773,1.2925517088044345,1.8626581620576,ZONE_01,SUSPENSION_FAULT,REAR_BOGIE,3
0.1,RUN_053_SUSPENSION_FAULT,TRAIN001,0.1932134665550107,0.1961435299216986,1.3434294132714084,23.021420149282672,22.9867972847778,23.03751010375066,110.05728615808077,4.9917139999684865,0.20682020485815605,1.032387312066808,2.5349416508058096,ZONE_01,SUSPENSION_FAULT,REAR_BOGIE,3
0.11,RUN_053_SUSPENSION_FAULT,TRAIN001,-0.030678914692108553,0.27395617692571095,2.1799070202849093,23.075137012692174,22.869225123624275,22.98024958589445,110.87029446699492,5.034008869499409,0.2462261304694271,1.2395045246856147,1.6702005470254095,ZONE_01,SUSPENSION_FAULT,REAR_BOGIE,3
0.12,RUN_053_SUSPENSION_FAULT,TRAIN001,-0.05621724919230301,0.6876638666106016,1.148368583164535,23.072905739100598,23.071555110109546,23.043933858360646,109.31554110128465,4.977479894425648,0.2386332530918284,1.187792219405963,1.817592217444636,ZONE_01,SUSPENSION_FAULT,REAR_BOGIE,3
0.13,RUN_053_SUSPENSION_FAULT,TRAIN001,0.07934918177003773,0.15510371505745418,2.141822514960529,22.99075101661916,23.128191802169805,23.019439932510238,110.8461083385815,5.015850103246884,0.2622589868079473,1.3154517660580658,1.1815993686918276,ZONE_01,SUSPENSION_FAULT,REAR_BOGIE,3
0.14,RUN_053_SUSPENSION_FAULT,TRAIN001,-0.09413676289994484,-0.7532280855696383,0.9315162200880874,23.061413738634226,22.877470252729296,22.968880700801968,110.80236771737175,5.019912576474338,0.22532684522562554,1.1311210641654044,1.609819301472681,ZONE_01,SUSPENSION_FAULT,REAR_BOGIE,3
0.15,RUN_053_SUSPENSION_FAULT,TRAIN001,-0.16638059937166755,1.2224908211128012,1.29837530933224,23.0875917758635,23.175686524416733,22.994985934621802,110.46830648834799,4.986846715609366,0.21717442864608433,1.0830155862080664,1.2762395639893285,ZONE_01,SUSPENSION_FAULT,REAR_BOGIE,3
0.16,RUN_053_SUSPENSION_FAULT,TRAIN001,0.12342058212305207,-0.12438872666260264,0.20192403535211007,22.911134942933536,22.903658666708367,22.945445779747637,110.34947417279285,4.99349895446938,0.20452481163808317,1.021294433077815,1.0407717347808731,ZONE_01,SUSPENSION_FAULT,REAR_BOGIE,3
0.17,RUN_053_SUSPENSION_FAULT,TRAIN001,0.16298732625089662,-0.4180084052159625,0.7278020849819721,23.137875824019282,23.15803147671707,23.098891103182588,111.65134162175441,4.971337611163637,0.23560976921463858,1.1712957072543173,0.8301193745374332,ZONE_01,SUSPENSION_FAULT,REAR_BOGIE,3
0.18,RUN_053_SUSPENSION_FAULT,TRAIN001,-0.003219614268980082,-0.572979996614145,0.31665681861218864,23.07738750010002,23.09688766162831,23.07416624107658,110.89485865825095,5.0230411104156945,0.24101233525688273,1.2106148681126119,1.0002588491671645,ZONE_01,SUSPENSION_FAULT,REAR_BOGIE,3
0.19,RUN_053_SUSPENSION_FAULT,TRAIN001,0.19180831160066195,-0.7622587385814135,-0.060889036234003324,23.035725942281946,23.258677576168555,23.054577110013735,109.13871261173114,4.993787688784009,0.2342111663977195,1.1696008393326744,0.7887974358119731,ZONE_01,SUSPENSION_FAULT,REAR_BOGIE,3
0.2,RUN_053_SUSPENSION_FAULT,TRAIN001,-0.06056044002565787,-1.0427948757601964,-0.5277254850218658,23.124020636674462,23.103260262860143,22.940830683930198,109.86217711060536,5.011481518909221,0.17976052007009335,0.9008665241607829,1.3639768045702967,ZONE_01,SUSPENSION_FAULT,REAR_BOGIE,3
0.21,RUN_053_SUSPENSION_FAULT,TRAIN001,-0.10026929472754623,-2.1621098719078793,-0.04943020315473967,23.208357661525792,23.054146824000643,23.01304908228904,109.52500622048606,5.027426201199411,0.2299304440290275,1.1559583387649475,0.7707199227269926,ZONE_01,SUSPENSION_FAULT,REAR_BOGIE,3
