timestamp,run_id,train_id,imu_x,imu_y,imu_z,motor_temperature,bearing_temperature,ambient_temperature,rpm,voltage,current,power,load,zone,fault_type,fault_location,fault_severity
0.0,RUN_027_AXLE_MISALIGNMENT,TRAIN001,0.05714478686436596,0.29784852266802747,1.1624745392860412,25.08928194496172,25.01748905023592,24.968351575376005,129.84692440145233,4.990817230137206,0.2786121430961291,1.3905022842896138,2.2053362265215593,ZONE_01,AXLE_MISALIGNMENT,FRONT_BOGIE_AXLE_2,1
0.01,RUN_027_AXLE_MISALIGNMENT,TRAIN001,0.1217123416537627,0.277454395600371,0.9864894487277264,25.145378592764544,24.9651461303008,25.029711757353617,130.30851665789157,5.005584691385267,0.258903945484074,1.2959656260543266,2.20481698003945,ZONE_01,AXLE_MISALIGNMENT,FRONT_BOGIE_AXLE_2,1
0.02,RUN_027_AXLE_MISALIGNMENT,TRAIN001,0.3982082721664315,0.35251457109709317,0.7968421815406126,24.918693477542234,25.07142742392333,25.00712399155297,130.3095354505486,4.978708219438579,0.31566371817689376,1.5715975482658442,2.2555526768275804,ZONE_01,AXLE_MISALIGNMENT,FRONT_BOGIE_AXLE_2,1
0.03,RUN_027_AXLE_MISALIGNMENT,TRAIN001,0.18862135480927006,0.35598721614069384,1.0816185716045943,25.060340687748358,24.978959731405354,24.977891851018388,129.97184943962142,5.029757510644523,0.29946343590667224,1.5062284659149994,2.2885004672206755,ZONE_01,AXLE_MISALIGNMENT,FRONT_BOGIE_AXLE_2,1
0.04,RUN_027_AXLE_MISALIGNMENT,TRAIN001,0.2125512323789841,0.0883182937910218,1.0198963427923182,25.195228707927914,24.870801218445617,25.086406715457848,129.9682115170301,4.981091069936248,0.30840328170975856,1.5361848324635115,2.2371852269745314,ZONE_01,AXLE_MISALIGNMENT,FRONT_BOGIE_AXLE_2,1
0.05,RUN_027_AXLE_MISALIGNMENT,TRAIN001,0.4818481035158204,0.22805149924185958,1.1169856077556255,24.915168159928125,24.916112017173276,25.022279978301327,131.21523885542163,5.011176975501228,0.3184872312805423,1.595995880384188,2.249814950696942,ZONE_01,AXLE_MISALIGNMENT,FRONT_BOGIE_AXLE_2,1
0.06,RUN_027_AXLE_MISALIGNMENT,TRAIN001,0.5193540517177512,0.26563457928073797,1.1873236309228432,24.888809086279615,25.036764274927545,24.974571728577903,131.06555290910435,5.016087948328426,0.3322907769130141,1.6667997614140597,2.284849172852651,ZONE_01,AXLE_MISALIGNMENT,FRONT_BOGIE_AXLE_2,1
0.07,RUN_027_AXLE_MISALIGNMENT,TRAIN001,0.42392240052740104,0.1620947437703557,1.0793130035458969,24.987839381150508,25.049016932387918,25.038577489936603,132.12850505074795,4.99791045780317,0.32494732511285257,1.6240576344166924,2.2743230453744934,ZONE_01,AXLE_MISALIGNMENT,FRONT_BOGIE_AXLE_2,1
0.08,RUN_027_AXLE_MISALIGNMENT,TRAIN001,0.47114082758267845,0.1967100846536078,1.0224637670161403,25.05517704577083,25.17784059354151,24.922720873334537,130.92418468344977,4.9880138007703865,0.28525725929669055,1.422867146141829,2.3325062383711854,ZONE_01,AXLE_MISALIGNMENT,FRONT_BOGIE_AXLE_2,1
0.09,RUN_027_AXLE_MISALIGNMENT,TRAIN001,0.44445290122713366,0.125466139308302,1.1200210062187521,24.99379427436163,24.881992250221476,25.026320136055425,131.0091885395157,5.025251745021235,0.2776114852447921,1.3950676006643283,2.3396049820245097,ZONE_01,AXLE_MISALIGNMENT,FRONT_BOGIE_AXLE_2,1
0.1,RUN_027_AXLE_MISALIGNMENT,TRAIN001,0.49573132850678486,0.17660105121732644,0.9906369891519576,25.031112490088145,25.15149423657128,24.97605833911127,131.8547366210968,4.977473200214974,0.2831038176866564,1.4091416654138782,2.2585303341183214,ZONE_01,AXLE_MISALIGNMENT,FRONT_BOGIE_AXLE_2,1
0.11,RUN_027_AXLE_MISALIGNMENT,TRAIN001,0.38661177034706024,0.22496844164319046,1.2005845258544423,25.082951828865294,25.15521894095681,25.002226525030004,131.01828127649404,5.011065728364895,0.27763246639304845,1.3912345374236235,2.3310509583469754,ZONE_01,AXLE_MISALIGNMENT,FRONT_BOGIE_AXLE_2,1
0.12,RUN_027_AXLE_MISALIGNMENT,TRAIN001,0.4372347955113818,-0.007717113882601979,1.0221547753390132,25.239313152222106,25.14534228336723,25.001196215798117,131.42166063958385,5.002595980780553,0.2979676211255863,1.4906116238456006,2.3412626707931863,ZONE_01,AXLE_MISALIGNMENT,FRONT_BOGIE_AXLE_2,1
0.13,RUN_027_AXLE_MISALIGNMENT,TRAIN001,0.3908397965556037,-0.1624193100730704,1.1411047261003577,25.02695810453625,24.839257231782078,25.031774397765712,131.9748802406908,4.985696999656652,0.3129161500654288,1.5601051105253188,2.327922613789482,ZONE_01,AXLE_MISALIGNMENT,FRONT_BOGIE_AXLE_2,1
0.14,RUN_027_AXLE_MISALIGNMENT,TRAIN001,0.27163625925016394,-0.09703194170622043,1.150220304389119,25.064999960225173,25.125496844479006,24.998792958314528,131.7503580245089,5.016095895910038,0.28155390242428124,1.4123013744278923,2.2623577175311267,ZONE_01,AXLE_MISALIGNMENT,FRONT_BOGIE_AXLE_2,1
0.15,RUN_027_AXLE_MISALIGNMENT,TRAIN001,0.2030068158260439,-0.19578874350924758,1.0696639703478918,25.142645386404862,25.228736115884804,24.964910750220945,131.69385172053177,5.004372882306725,0.28647116501323355,1.433608529755041,2.304345825387258,ZONE_01,AXLE_MISALIGNMENT,FRONT_BOGIE_AXLE_2,1
